ID	Status	Reason	Top_Hit
a3b0aa24-2fa4-4154-935a-67f9a40b2249	Included	Fungal	uncultured fungus genomic DNA sequence contains ITS1, 5.8S rRNA gene ~96%
6e74161d-42be-4f18-8c08-cb0cdfe1dd20	Included	Fungal	Dissoconium aciculare CBS 342.82 uncharacterized protein (K489DRAFT_194624), mRNA ~96%
e37c81e0-485a-40b2-b9af-a8333c60ca62	Included	Fungal	Puccinia sp. 'CA02' isolate iNaturalist # 170917781 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~100%
027563b4-f4f9-408b-9857-561e9a4a1f8b	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
179cb56d-c6b6-4451-8886-581439498968	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
f39ba4d7-268e-4635-ac25-2fbe5a8b97dd	Included	Fungal	Rhizophagus sp. (in: glomeromycetes) isolate Soil4-23 internal transcribed spacer region, partial sequence ~100%
7cc670dc-29c6-40ee-8520-02b0211597a8	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
423fde7b-7a1b-477b-8bbc-24182a262c2f	Included	Fungal	Cryomyces minteri strain SYNF777 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~96%
1105f631-a076-4a1b-b179-834343d90f1e	Included	Fungal	Lachancea thermotolerans strain FD6-1 16S ribosomal RNA gene, partial sequence ~94%
9ddf3308-0d35-4b32-869a-9845497a2ad5	Included	Fungal	Lecanoromycetes sp. voucher AAS collection number 00223A, Newsham collection small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~100%
c2def896-a3ea-4563-be77-fbbe41f45899	Included	Fungal	Lecidea aptrootii voucher GB-1 LAH-35505 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~90%
407d4dd1-424e-463b-92b8-9e8f869a624e	Included	Fungal	Sporidiobolales sp. LM538 18S ribosomal RNA gene, partial sequence ~90%
6f4ad514-2a5f-4a3b-bb02-9217d374c691	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~93%
4ffa3b09-86f9-4e15-aa09-316add1e1038	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
069cbbc4-f940-4bd6-88d2-ae19ae34b4a5	Included	Fungal	Scolecobasidium zunyiense strain GUCC 18241 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~83%
37f6744f-4def-4998-97db-f27fc3a41e2e	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
cddbfc27-d8de-4396-b7c3-d196f847e1e3	Included	Fungal	Penicillium odoratum uncharacterized protein (N7520_005105), partial mRNA ~85%
d1e7ac47-4971-41f8-80bf-894bfbb65d0e	Included	Fungal	Colletotrichum gloeosporioides 16S small subunit ribosomal RNA gene, complete sequence ~100%
32cabfdc-3c5e-41f9-a019-bf66ff9220e7	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
6524de57-4215-4fcf-a6f5-2c93e8939dfb	Included	Fungal	Russula sp. 'IN59' isolate OMDL iNat # 187507342 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~84%
23813b70-68fe-4efa-b453-2b77906e9061	Included	Fungal	Rhizophagus sp. (in: glomeromycetes) isolate Soil4-23 internal transcribed spacer region, partial sequence ~100%
71c7cb59-bd4b-4df2-97ea-213fa09c2a45	Included	Fungal	Uncultured Sebacinaceae isolate BNU2_1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~96%
588586a6-af9c-457d-95d2-046541b07ea1	Included	Fungal	Zymoseptoria crescenta strain SYNF750 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~100%
de6a498d-1e79-48bc-a6b9-b1eab7df1615	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
bf14020a-5c30-4190-98e7-4d9dc14ff3be	Included	Fungal	Rhizophagus sp. (in: glomeromycetes) isolate Soil4-23 internal transcribed spacer region, partial sequence ~100%
4e387c0b-f278-40a8-a282-4715d305d235	Included	Fungal	Uncultured Tulasnellaceae clone T047R025_1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~87%
e169a82d-f15a-473b-b596-bf4f19f18813	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
e33b857d-7105-410e-9f7f-e366d975fe32	Included	Fungal	Exophiala spinifera uncharacterized protein (PV08_08416), partial mRNA ~84%
67d3c380-cf34-474e-b01c-431b3eeac5eb	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
35be4191-ea4a-4219-aff3-d5d9b8eaf755	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
b83aab95-ba41-4d45-b1be-2ea79878d981	Included	Fungal	Umbelopsis vinacea strain CN029I5 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~82%
c2fb9ed4-fae4-4ba9-a7b1-f4e833c89293	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
1a272634-5584-416b-87be-065c0316c968	Included	Fungal	Cordana bisbyi strain SYNF796 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~96%
3041625d-ea4b-47c4-9fd1-4bbae2a9349c	Included	Fungal	Neoroussoella solani strain SYNF472 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~96%
9f05c830-3641-4cab-aa03-e641d5f63fbf	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
a6c11e74-9b5b-435c-af78-84ab5c226e58	Included	Fungal	Zymoseptoria crescenta strain SYNF750 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~100%
b0769f63-aea3-4c22-a950-2ef4d3179541	Included	Fungal	Puccinia graminis f. sp. tritici isolate 2010-001 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~96%
1dff5e5d-8a21-4368-bb89-55a6114f639e	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
1b3337e7-bbbe-4ce7-9ec7-c475dd816202	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
f7914473-91b0-48bb-8df2-144d92da6440	Included	Fungal	Basidiomycota sp. voucher SGB 2022,TangChi 071 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~86%
3f813052-fd67-4119-ba70-125ea6f3d4bd	Included	Fungal	Uncultured fungus clone OL26 18S ribosomal RNA gene, partial sequence ~78%
1ff382e9-8d9d-4e0e-a958-5544bb9b41c1	Included	Fungal	Mucor sp. M7 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA ~81%
df7a1898-c263-481c-94de-0d002d2c2beb	Included	Fungal	Lecanoromycetes sp. voucher AAS collection number 00223A, Newsham collection small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~100%
37c89a04-c924-4984-ba9e-6b014002419e	Included	Fungal	Uncultured Uromyces sp. clone sw-xj209 16S ribosomal RNA gene, partial sequence ~78%
5279917d-edf8-4177-82e2-445fd108cbc3	Included	Fungal	Trichoderma koningiopsis genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene ~90%
b9971071-1222-4e2d-9f98-2dab68113ee7	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
641d73d3-9515-4f18-bf54-21e50f4cac6c	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
896f6360-65d5-4741-870c-78bcd9d30002	Included	Fungal	Uncultured fungus clone 3993_2921 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~96%
69e441e2-8313-4ee8-a31b-0d8d34aecbca	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~96%
9cdf450f-e338-48a4-85b6-c236bf41abce	Included	Fungal	Naganishia randhawae isolate NWHC 46382-1563_3LNA small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~95%
643867f3-a8b6-407c-8af6-46396aad6f73	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
96abc3f8-1c8d-4949-b1d0-62348d81b772	Included	Fungal	Uncultured fungus clone OTU257 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and 28S ribosomal RNA gene, region ~82%
993c2c74-e451-4aba-b471-268eeb0f156c	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
a8468702-c7d8-4cb4-a93d-80525bb9ecd4	Included	Fungal	Microthecium tenuissimum strain SYNF571 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~93%
0f1906d7-8baf-4f64-8a96-ba5390bdf576	Excluded	Low identity	Uncultured Uromyces sp. clone sw-xj209 16S ribosomal RNA gene, partial sequence ~74%
b3804527-2f24-42f8-a3a8-1452015a9781	Included	Fungal	Mucor sp. M7 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA ~83%
ef0af7f2-9283-42a6-8559-5e6f21bab253	Included	Fungal	uncultured fungus genomic DNA sequence contains ITS1 ~94%
55f9bcff-77dc-4bc7-9f25-ebf21e408314	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
4aa4c775-a658-4c22-96bf-3997553eaf07	Included	Fungal	Penicillium paradoxum uncharacterized protein (N7457_008818), partial mRNA ~84%
63e1d463-52d5-4e0c-b5e1-787c80593b0d	Included	Fungal	Rhinocladiella sp. clone LB-K18 small subunit ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~96%
dc413e1d-0533-4bb8-bdaa-72455fd3876f	Included	Fungal	Pseudopithomyces sacchari isolate 143F small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~96%
5fead635-5704-4fa1-805a-c2a04d1beb88	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
c133a8c6-5721-47ef-bb83-ad2d836cd6ed	Included	Fungal	Botrytis deweyae uncharacterized protein (EAE98_001676), partial mRNA ~89%
edc7770c-e97e-4dd3-98bc-1508abb29e71	Included	Fungal	Uncultured Boletaceae clone Amb_18S_951 18S ribosomal RNA gene, partial sequence ~95%
4427e8ff-ab49-4fc7-9157-cc4e2eaafb92	Included	Fungal	Mucorales sp. AH-1999a 18S ribosomal RNA gene, complete sequence ~96%
166a81c1-5a78-4918-a543-741f94a848c1	Included	Fungal	Uncultured zygomycete ITS region including 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene, clone BF-OTU2 ~90%
0c665017-a986-497c-85b9-e6ea7d6afd59	Included	Fungal	Didymella sp. clone OTU1500 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~100%
a7c471ae-8c64-4b49-8467-788c3fdc9723	Included	Fungal	Mucorales sp. AH-1999a 18S ribosomal RNA gene, complete sequence ~93%
458ed821-f725-4b1a-92eb-b604c29e8135	Included	Fungal	Porodaedalea pini strain KFDA 020 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~95%
dcb2801d-ef18-495f-89d3-681c6ce15be7	Included	Fungal	Fungal sp. isolate F_L_Sdic5 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~93%
e0a46460-6770-4bb3-bbad-a766289ad634	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
6a20f4be-1949-4257-abc8-d1be494c0dbe	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~96%
29c6e9f0-e44a-4652-bcc5-9f6620a263c6	Included	Fungal	Basidiomycete symbiont of Cyphomyrmex rimosa 16S-like small subunit rRNA gene ~96%
04b93798-0897-4ef4-89fb-d020d0fd03ad	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
9c0bdaec-b4ad-42c0-90d4-cd233c368fe1	Included	Fungal	Naganishia randhawae isolate NWHC 46382-1563_3LNA small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~85%
6eb302a3-aea7-460a-9df4-69c28e20dfef	Included	Fungal	Aspergillus ochraceus isolate AO 5 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~94%
094d14be-ae88-4deb-b349-3b36962f2ad2	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
22b01116-d44c-478a-bbfe-6e61cee10a64	Included	Fungal	Pleurotus ostreatus uncharacterized protein (PC9H_008480), partial mRNA ~88%
5cc095f9-df5c-443f-ada1-b166b2a3af5e	Included	Fungal	Uncultured Auriculariales isolate DpLg100Npc small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~81%
f24df231-47ee-43f3-b7bb-d2233c7fd511	Included	Fungal	Zymoseptoria crescenta strain SYNF750 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~100%
ea6366ba-401d-4618-bdb3-e0d155eed5bc	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
a835b2b6-ad0f-43c7-8171-1ae14f797c8d	Included	Fungal	Aspergillus pseudoglaucus gene for 18S rRNA, partial sequence, strain:WB13 ~96%
847489e7-4d37-4949-8755-ffe3ec44b4a0	Included	Fungal	Colletotrichum gloeosporioides 16S small subunit ribosomal RNA gene, complete sequence ~100%
0c783348-5030-4163-8fa0-938c4c8c455a	Excluded	Low identity	Gaeumannomyces tritici R3-111a-1 hypothetical protein partial mRNA ~74%
e9ef5ae0-f9df-42cd-a86a-a11846e4dfd4	Included	Fungal	Pseudocercospora fijiensis CIRAD86 uncharacterized protein (MYCFIDRAFT_155566), mRNA ~100%
fe925f30-cd88-4511-8c92-36daa20c3032	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~92%
f9cd8b9c-1bb1-454e-add8-ef2ac08c49fa	Included	Fungal	Colletotrichum gloeosporioides 16S small subunit ribosomal RNA gene, complete sequence ~100%
6cc391fb-72a4-4f04-b6e5-5ff683466184	Included	Fungal	Penicillium hordei uncharacterized protein (N7537_002537), partial mRNA ~95%
427b3bc3-4dc5-4d51-8a25-b5ff237cf9cf	Included	Fungal	Uncultured fungus clone G1_FF7 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~97%
ffa6e948-0b35-4a39-b5c5-7390a97c4bd3	Included	Fungal	Uncultured fungus clone ab523 small subunit ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~86%
a6fb1f47-f79e-4be6-857b-fc717390bb5b	Included	Fungal	Zymoseptoria crescenta strain SYNF750 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~100%
52af89ac-eff7-48a6-863e-a2dc9bbadceb	Included	Fungal	Floccularia luteovirens isolate F-083 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~93%
87c1034b-d7c7-4053-aa15-667a2a396b19	Included	Fungal	Davidhawksworthia quintiniae strain SYNF840 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~100%
c925858c-cafe-47cb-bb17-52eafb32c210	Included	Fungal	Leucoagaricus gongylophorus clone 3 16S ribosomal RNA gene, complete sequence ~96%
228c0813-815b-453b-8174-e7d8553adbe7	Included	Fungal	uncultured fungus genomic DNA sequence contains ITS1 ~76%
7f6b017f-3b5f-4c66-b155-54d265d21ada	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
cc682b21-74ef-4c99-976c-07de78e87ec2	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
ab2119c7-1b88-4fa6-a016-963388388df2	Excluded	No alignment	N/A
b1a2c5ac-de6b-411f-83fe-5c216ce2607a	Included	Fungal	Penicillium diatomitis uncharacterized protein (N7539_006708), partial mRNA ~95%
9a3c77ea-9702-4a6e-83d8-f27e077e57a7	Included	Fungal	Uncultured fungus clone Singleton_(348-1960_0533) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~92%
859f2c79-378f-4d44-b74f-28d8cedc3ad3	Included	Fungal	Aspergillus pseudoglaucus gene for 18S rRNA, partial sequence, strain:WB13 ~96%
02e7668e-0751-5171-b793-821fe0e6ca1f	Included	Fungal	Amanita vaginata voucher KULG-22 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~87%
